,ISIN,Code,Name,Country,Exchange,Currency,Type,ExchangeCode,ETF Underlying Index Ticker,Dvd Freq
865,IE00BZ12WP82,LIN,LINDE PLC,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Quarter
866,DE0006047004,HEI,HEIDELBERGCEMENT AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
867,DE000A0HN5C6,DWNI,DEUTSCHE WOHNEN SE,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
868,DE0005785802,FME,FRESENIUS MEDICAL CARE AG &,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
869,DE000A1EWWW0,ADS,ADIDAS AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
870,DE0005439004,CON,CONTINENTAL AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Irreg
871,DE0008430026,MUV2,MUENCHENER RUECKVER AG-REG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
872,DE0005810055,DB1,DEUTSCHE BOERSE AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
873,DE0006048432,HEN3,HENKEL AG & CO KGAA VORZUG,Germany,GY,EUR,Preference,XETRA,#N/A Field Not Applicable,Annual
874,DE0006599905,MRK,MERCK KGAA,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
875,DE0005200000,BEI,BEIERSDORF AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
876,DE000A0D9PT0,MTX,MTU AERO ENGINES AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
877,US0028241000,ABT,ABBOTT LABORATORIES,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
878,US00287Y1091,ABBV,ABBVIE INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
879,US0028962076,ANF,ABERCROMBIE & FITCH CO-CL A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Irreg
880,US00507V1098,ATVI,ACTIVISION BLIZZARD INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Annual
881,US00724F1012,ADBE,ADOBE INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Irreg
882,US0530151036,ADP,AUTOMATIC DATA PROCESSING,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
883,US00751Y1064,AAP,ADVANCE AUTO PARTS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
884,US00130H1059,AES,AES CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
885,US0082521081,AMG,AFFILIATED MANAGERS GROUP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
886,US0010551028,AFL,AFLAC INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
887,US00846U1016,A,AGILENT TECHNOLOGIES INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
888,US0091581068,APD,AIR PRODUCTS & CHEMICALS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
889,US00971T1016,AKAM,AKAMAI TECHNOLOGIES INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
890,US0152711091,ARE,ALEXANDRIA REAL ESTATE EQUIT,USA,US,USD,REIT,US,#N/A Field Not Applicable,Quarter
891,US0162551016,ALGN,ALIGN TECHNOLOGY INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
892,US01609W1027,BABA,ALIBABA GROUP HOLDING-SP ADR,USA,US,USD,ADR,US,#N/A Field Not Applicable,None
893,US0185811082,ADS,ALLIANCE DATA SYSTEMS CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
894,US0200021014,ALL,ALLSTATE CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
895,US02079K3059,GOOGL,ALPHABET INC-CL A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
896,US02079K1079,GOOG,ALPHABET INC-CL C,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
897,US02209S1033,MO,ALTRIA GROUP INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
898,US0231351067,AMZN,AMAZON.COM INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
899,US0079031078,AMD,ADVANCED MICRO DEVICES,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
900,US0236081024,AEE,AMEREN CORPORATION,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
901,US02376R1023,AAL,AMERICAN AIRLINES GROUP INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Irreg
902,US0258161092,AXP,AMERICAN EXPRESS CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
903,US0268747849,AIG,AMERICAN INTERNATIONAL GROUP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
904,US03027X1000,AMT,AMERICAN TOWER CORP,USA,US,USD,REIT,US,#N/A Field Not Applicable,Quarter
905,US03076C1062,AMP,AMERIPRISE FINANCIAL INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
906,US03073E1055,ABC,AMERISOURCEBERGEN CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
907,US0311001004,AME,AMETEK INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
908,US0311621009,AMGN,AMGEN INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
909,US0320951017,APH,AMPHENOL CORP-CL A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
910,US0326541051,ADI,ANALOG DEVICES INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
911,US0367521038,ANTM,ANTHEM INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
912,US0374111054,APAEUR,APACHE CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
913,US0378331005,AAPL,APPLE INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
914,US0382221051,AMAT,APPLIED MATERIALS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
915,US0394831020,ADM,ARCHER-DANIELS-MIDLAND CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
916,US04621X1081,AIZ,ASSURANT INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
917,US00206R1023,T,AT&T INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
918,US0527691069,ADSK,AUTODESK INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Irreg
919,US05329W1027,AN,AUTONATION INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
920,US0533321024,AZO,AUTOZONE INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
921,US0534841012,AVB,AVALONBAY COMMUNITIES INC,USA,US,USD,REIT,US,#N/A Field Not Applicable,Quarter
922,US0536111091,AVY,AVERY DENNISON CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
923,US0584981064,BLL,BALL CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
924,US0605051046,BAC,BANK OF AMERICA CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
925,US0640581007,BK,BANK OF NEW YORK MELLON CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
926,US0718131099,BAX,BAXTER INTERNATIONAL INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
927,US0758871091,BDX,BECTON DICKINSON AND CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
928,US0846707026,BRK/B,BERKSHIRE HATHAWAY INC-CL B,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
929,US0865161014,BBY,BEST BUY CO INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
930,US08862E1091,BYND,BEYOND MEAT INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
931,US09062X1037,BIIB,BIOGEN INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
932,US09061G1013,BMRN,BIOMARIN PHARMACEUTICAL INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
933,US09247X1019,BLK,BLACKROCK INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
934,US09247X1019,BLK,BLACKROCK INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
935,US0970231058,BA,BOEING CO/THE,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Irreg
936,US09857L1089,BKNG,BOOKING HOLDINGS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
937,US0997241064,BWA,BORGWARNER INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
938,US1011211018,BXP,BOSTON PROPERTIES INC,USA,US,USD,REIT,US,#N/A Field Not Applicable,Quarter
939,US1011211018,BXP,BOSTON PROPERTIES INC,USA,US,USD,REIT,US,#N/A Field Not Applicable,Quarter
940,US1011371077,BSX,BOSTON SCIENTIFIC CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
941,US1101221083,BMY,BRISTOL-MYERS SQUIBB CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
942,US11135F1012,AVGO,BROADCOM INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
943,US1156372096,BF/B,BROWN-FORMAN CORP-CLASS B,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
944,US12541W2098,CHRW,C.H. ROBINSON WORLDWIDE INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
945,US1270971039,COG,CABOT OIL & GAS CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
946,US1273871087,CDNS,CADENCE DESIGN SYS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
947,US1344291091,CPB,CAMPBELL SOUP CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
948,US14040H1059,COF,CAPITAL ONE FINANCIAL CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
949,US14149Y1082,CAH,CARDINAL HEALTH INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
950,US1431301027,KMX,CARMAX INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
951,US1491231015,CAT,CATERPILLAR INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
952,US12504L1098,CBRE,CBRE GROUP INC - A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
953,US15135B1017,CNC,CENTENE CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
954,US1567821046,CERN,CERNER CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
955,US1252691001,CF,CF INDUSTRIES HOLDINGS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
956,US8085131055,SCHW,SCHWAB (CHARLES) CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
957,US8085131055,SCHW,SCHWAB (CHARLES) CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
958,US1667641005,CVX,CHEVRON CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
959,US1696561059,CMG,CHIPOTLE MEXICAN GRILL INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
960,US1720621010,CINF,CINCINNATI FINANCIAL CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
961,US1729081059,CTAS,CINTAS CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
962,US17275R1023,CSCO,CISCO SYSTEMS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
963,US1729674242,C,CITIGROUP INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
964,US1773761002,CTXS,CITRIX SYSTEMS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
965,US1890541097,CLX,CLOROX COMPANY,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
966,US12572Q1058,CME,CME GROUP INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
967,US1258961002,CMS,CMS ENERGY CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
968,US1912161007,KO,COCA-COLA CO/THE,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
969,US1924461023,CTSH,COGNIZANT TECH SOLUTIONS-A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
970,US1941621039,CL,COLGATE-PALMOLIVE CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
971,US20030N1019,CMCSA,COMCAST CORP-CLASS A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
972,US2003401070,CMA,COMERICA INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
973,US2058871029,CAG,CONAGRA BRANDS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
974,US20825C1045,COP,CONOCOPHILLIPS,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
975,US2091151041,ED,CONSOLIDATED EDISON INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
976,US21036P1084,STZ,CONSTELLATION BRANDS INC-A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
977,US2193501051,GLW,CORNING INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
978,US22160K1051,COST,COSTCO WHOLESALE CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
979,US22822V1017,CCI,CROWN CASTLE INTL CORP,USA,US,USD,REIT,US,#N/A Field Not Applicable,Quarter
980,US1264081035,CSX,CSX CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
981,US2310211063,CMI,CUMMINS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
982,US1266501006,CVS,CVS HEALTH CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
983,US2358511028,DHR,DANAHER CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
984,US2371941053,DRI,DARDEN RESTAURANTS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
985,US2441991054,DE,DEERE & CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
986,US2473617023,DAL,DELTA AIR LINES INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Irreg
987,US25179M1036,DVN,DEVON ENERGY CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
988,US25470F3029,DISCK,DISCOVERY INC-C,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
989,US2547091080,DFS,DISCOVER FINANCIAL SERVICES,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
990,US25470M1099,DISH,DISH NETWORK CORP-A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
991,US2566771059,DG,DOLLAR GENERAL CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
992,US2567461080,DLTR,DOLLAR TREE INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
993,US25746U1097,D,DOMINION ENERGY INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
994,US2600031080,DOV,DOVER CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
995,US2605571031,DOW,DOW INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
996,US23331A1097,DHI,DR HORTON INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
997,US26210C1045,DBX,DROPBOX INC-CLASS A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
998,US2333311072,DTE,DTE ENERGY COMPANY,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
999,US26441C2044,DUK,DUKE ENERGY CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1000,US26614N1028,DD,DUPONT DE NEMOURS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1001,US2692464017,ETFC,E*TRADE FINANCIAL CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1002,US2774321002,EMN,EASTMAN CHEMICAL CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1003,US2786421030,EBAY,EBAY INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1004,US2810201077,EIX,EDISON INTERNATIONAL,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1005,US28176E1082,EW,EDWARDS LIFESCIENCES CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
1006,US2855121099,EA,ELECTRONIC ARTS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1007,US5324571083,LLY,ELI LILLY & CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1008,US2910111044,EMR,EMERSON ELECTRIC CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1009,US29364G1031,ETR,ENTERGY CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1010,US26875P1012,EOG,EOG RESOURCES INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1011,US26884L1098,EQT,EQT CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Irreg
1012,US2944291051,EFX,EQUIFAX INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1013,US29444U7000,EQIX,EQUINIX INC,USA,US,USD,REIT,US,#N/A Field Not Applicable,Quarter
1014,US29476L1070,EQR,EQUITY RESIDENTIAL,USA,US,USD,REIT,US,#N/A Field Not Applicable,Quarter
1015,US2971781057,ESS,ESSEX PROPERTY TRUST INC,USA,US,USD,REIT,US,#N/A Field Not Applicable,Quarter
1016,US5184391044,EL,ESTEE LAUDER COMPANIES-CL A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1017,BMG3223R1088,RE,EVEREST RE GROUP LTD,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1018,US30161N1019,EXC,EXELON CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1019,US30212P3038,EXPE,EXPEDIA GROUP INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Irreg
1020,US3021301094,EXPD,EXPEDITORS INTL WASH INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Semi-Anl
1021,US30231G1022,XOM,EXXON MOBIL CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1022,US3156161024,FFIV,F5 NETWORKS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
1023,US30303M1027,FB,FACEBOOK INC-CLASS A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
1024,US3119001044,FAST,FASTENAL CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1025,US3137472060,FRT,FEDERAL REALTY INVS TRUST,USA,US,USD,REIT,US,#N/A Field Not Applicable,Quarter
1026,US3167731005,FITB,FIFTH THIRD BANCORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1027,US3379321074,FE,FIRSTENERGY CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1028,US33616C1009,FRC,FIRST REPUBLIC BANK/CA,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1029,US3377381088,FISV,FISERV INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
1030,US3377381088,FISV,FISERV INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
1031,US33812L1026,FIT,FITBIT INC - A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
1032,US3024451011,FLIR,FLIR SYSTEMS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1033,US34354P1057,FLS,FLOWSERVE CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1034,US3434121022,FLR,FLUOR CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Irreg
1035,US3024913036,FMC,FMC CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1036,US3448491049,FL,FOOT LOCKER INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1037,US3453708600,F,FORD MOTOR CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Irreg
1038,US35137L1052,FOXA,FOX CORP - CLASS A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Semi-Anl
1039,US35137L2043,FOX,FOX CORP - CLASS B,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Semi-Anl
1040,US3546131018,BEN,FRANKLIN RESOURCES INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1041,US35671D8570,FCX,FREEPORT-MCMORAN INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1042,US3647601083,GPS,GAP INC/THE,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1043,US3695501086,GD,GENERAL DYNAMICS CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1044,US3696041033,GE,GENERAL ELECTRIC CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1045,US3703341046,GIS,GENERAL MILLS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1046,US37045V1008,GM,GENERAL MOTORS CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Irreg
1047,US3724601055,GPC,GENUINE PARTS CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1048,US3755581036,GILD,GILEAD SCIENCES INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1049,US38141G1040,GS,GOLDMAN SACHS GROUP INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1050,US3825501014,GT,GOODYEAR TIRE & RUBBER CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Irreg
1051,US38268T1034,GPRO,GOPRO INC-CLASS A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
1052,US0936711052,HRB,H&R BLOCK INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1053,US4062161017,HAL,HALLIBURTON CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1054,US4103451021,HBI,HANESBRANDS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1055,US4165151048,HIG,HARTFORD FINANCIAL SVCS GRP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1056,US4165151048,HIG,HARTFORD FINANCIAL SVCS GRP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1057,US4180561072,HAS,HASBRO INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
1058,US40412C1018,HCA,HCA HEALTHCARE INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
